
Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#112 - >DIPPA_23797.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF11051.7 ;; note=Mannosyltransferase putative	superfamily	402574	325	581	3.81012e-08	53.3825	cl12614	Mannosyl_trans3 superfamily	 - 	 - 
Q#114 - >DIPPA_23786.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00589.21 ;; note=Phage integrase family	superfamily	469662	71	134	6.01913e-05	39.225	cl00213	DNA_BRE_C superfamily	N	 - 
Q#115 - >DIPPA_23783.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05721.12 ;; note=Phytanoyl-CoA dioxygenase (PhyH)	superfamily	473886	160	251	1.31237e-06	46.6788	cl21496	2OG-FeII_Oxy superfamily	N	 - 
Q#116 - >DIPPA_32503.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13639.5 ;; note=Ring finger domain	specific	433370	295	344	7.20135e-06	41.2383	pfam13639	zf-RING_2	 - 	cl17238
Q#117 - >DIPPA_32477.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12224.7 ;; note=Putative amidoligase enzyme	superfamily	432409	12	277	4.40188e-10	57.3916	cl13634	Amidoligase_2 superfamily	 - 	 - 
Q#118 - >DIPPA_32477.mRNA.3 product=hypothetical protein ;; inference=protein motif:PFAM:PF12224.7 ;; note=Putative amidoligase enzyme	superfamily	432409	12	277	5.64716e-10	57.0064	cl13634	Amidoligase_2 superfamily	 - 	 - 
Q#119 - >DIPPA_32477.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF12224.7 ;; note=Putative amidoligase enzyme	superfamily	432409	12	277	6.52013e-10	57.0064	cl13634	Amidoligase_2 superfamily	 - 	 - 
Q#120 - >DIPPA_32499.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 8 TM domains	superfamily	282904	937	1300	0.000108419	44.9072	cl37540	Herpes_BLLF1 superfamily	N	 - 
Q#124 - >DIPPA_27539.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07944.11 ;; note=Beta-L-arabinofuranosidase, GH127,extracellular predicted localisation	superfamily	471159	392	632	1.08866e-11	65.7953	cl04955	LanC_like superfamily	N	 - 
Q#125 - >DIPPA_27583.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	114219	394	1108	9.47652e-16	81.3065	cl30946	SCP-1 superfamily	 - 	 - 
Q#125 - >DIPPA_27583.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	49	66	0.000799275	36.3518	pfam00098	zf-CCHC	 - 	cl37618
Q#126 - >DIPPA_27566.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	679	826	5.2422e-05	43.0601	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#127 - >DIPPA_27593.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03151.15 ;; note=Triose-phosphate Transporter family	superfamily	474852	1	294	2.74693e-13	66.9294	cl26744	TPT superfamily	 - 	 - 
Q#129 - >DIPPA_11672.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01926.22 ;; note=50S ribosome-binding GTPase	specific	460387	8	125	2.00083e-13	63.4071	pfam01926	MMR_HSR1	 - 	cl47706
Q#129 - >DIPPA_11672.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01926.22 ;; note=50S ribosome-binding GTPase	superfamily	462316	202	247	0.000347856	37.6184	cl25510	TPR_MLP1_2 superfamily	N	 - 
Q#131 - >DIPPA_07504.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05699.13 ;; note=hAT family C-terminal dimerisation region	superfamily	399013	597	665	2.9125e-08	49.5673	cl05324	Dimer_Tnp_hAT superfamily	 - 	 - 
Q#132 - >DIPPA_33188.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00240.22 ;; note=Ubiquitin family,plasma_membrane predicted localisation,contains 1 TM domains	superfamily	459726	43	89	3.50252e-06	43.699	cl47517	ubiquitin superfamily	C	 - 
Q#132 - >DIPPA_33188.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00240.22 ;; note=Ubiquitin family,plasma_membrane predicted localisation,contains 1 TM domains	superfamily	459635	724	752	0.00836164	34.065	cl45981	PAN_1 superfamily	NC	 - 
Q#133 - >DIPPA_33222.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00188.25 ;; note=Cysteine-rich secretory protein family	specific	395136	108	237	1.19483e-10	57.2127	pfam00188	CAP	 - 	cl00133
Q#133 - >DIPPA_33222.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00188.25 ;; note=Cysteine-rich secretory protein family	superfamily	282904	271	517	1.55904e-10	62.2412	cl37540	Herpes_BLLF1 superfamily	NC	 - 
Q#134 - >DIPPA_33220.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00076.21 ;; note=RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	specific	425453	160	227	1.10006e-11	56.8577	pfam00076	RRM_1	 - 	cl17169
Q#135 - >DIPPA_33193.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	specific	459697	707	815	1.57376e-07	48.7127	pfam00169	PH	 - 	cl47510
Q#135 - >DIPPA_33193.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	superfamily	461165	836	898	0.000309758	41.6281	cl04392	SRP-alpha_N superfamily	NC	 - 
Q#135 - >DIPPA_33193.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	superfamily	466338	132	215	0.00590799	36.8287	cl48357	DUF6550 superfamily	NC	 - 
Q#136 - >DIPPA_50848.mRNA.1 product=hypothetical protein ;; Target=TR55557__c0_g2_i1__m.7460 1 672 +,TR55557__c0_g2_i1__m.7460 1 172 + ;; inference=protein motif:PFAM:PF03351.12	superfamily	460893	26	96	2.23507e-06	42.7315	cl47804	DOMON superfamily	C	 - 
Q#137 - >DIPPA_50847.mRNA.1 product=hypothetical protein ;; Target=TR55557__c0_g1_i1__m.7459 1 653 + ;; inference=protein motif:PFAM:PF03351.12	superfamily	460893	26	133	3.35453e-06	42.3463	cl47804	DOMON superfamily	 - 	 - 
Q#138 - >DIPPA_25366.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03999.11 ;; note=Microtubule associated protein (MAP65/ASE1 family),nuclear predicted localisation	superfamily	427641	1	86	9.94683e-08	52.3115	cl27203	MAP65_ASE1 superfamily	N	 - 
Q#139 - >DIPPA_03117.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00656.21 ;; note=Caspase domain,plasma_membrane predicted localisation,contains 8 TM domains	superfamily	444667	96	189	5.59899e-06	47.3167	cl00042	CASc superfamily	C	 - 
Q#140 - >DIPPA_03117.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00656.21 ;; note=Caspase domain,plasma_membrane predicted localisation,contains 8 TM domains	superfamily	444667	96	189	5.49036e-06	47.3167	cl00042	CASc superfamily	C	 - 
Q#141 - >DIPPA_50884.mRNA.1 product=hypothetical protein ;; Target=TR84641__c0_g1_i1__m.17012 1 2856 +,TR84641__c0_g1_i1__m.17012 1 667 + ;; inference=protein motif:PFAM:PF12224.3	superfamily	432409	165	266	7.93978e-05	42.754	cl13634	Amidoligase_2 superfamily	C	 - 
Q#143 - >DIPPA_00837.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01833.23,protein motif:PFAM:PF01476.19 ;; note=IPT/TIG domain,LysM domain	specific	460355	442	537	9.38548e-07	47.0565	pfam01833	TIG	 - 	cl47700
Q#143 - >DIPPA_00837.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01833.23,protein motif:PFAM:PF01476.19 ;; note=IPT/TIG domain,LysM domain	superfamily	432349	924	1177	0.00130871	42.518	cl37832	DUF3584 superfamily	NC	 - 
Q#143 - >DIPPA_00837.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01833.23,protein motif:PFAM:PF01476.19 ;; note=IPT/TIG domain,LysM domain	specific	396179	1439	1470	0.00162677	36.6051	pfam01476	LysM	C	cl21525
Q#143 - >DIPPA_00837.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01833.23,protein motif:PFAM:PF01476.19 ;; note=IPT/TIG domain,LysM domain	superfamily	464237	2368	2403	0.00303975	40.7845	cl20612	FAM75 superfamily	C	 - 
Q#144 - >DIPPA_50922.mRNA.1 product=hypothetical protein ;; Target=TR123337__c0_g1_i1__m.29304 1 2822 +,TR123337__c0_g1_i1__m.29304 1 645 + ;; inference=protein motif:PFAM:PF00300.17,protein motif:PFAM:PF08614.6	superfamily	459751	434	628	6.69805e-15	71.8567	cl47525	His_Phos_1 superfamily	 - 	 - 
Q#144 - >DIPPA_50922.mRNA.1 product=hypothetical protein ;; Target=TR123337__c0_g1_i1__m.29304 1 2822 +,TR123337__c0_g1_i1__m.29304 1 645 + ;; inference=protein motif:PFAM:PF00300.17,protein motif:PFAM:PF08614.6	superfamily	481212	215	357	0.00177361	38.9437	cl46872	CusB_dom_1 superfamily	C	 - 
Q#146 - >DIPPA_00836.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF01105.23 ;; note=emp24/gp25L/p24 family/GOLD	specific	426051	17	225	1.19477e-12	62.3188	pfam01105	EMP24_GP25L	 - 	cl03099
Q#147 - >DIPPA_00811.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF08648.11 ;; note=Protein of unknown function (DUF1777),nuclear predicted localisation	superfamily	462548	86	128	1.36448e-10	51.7531	cl37785	SNRNP27 superfamily	C	 - 
Q#148 - >DIPPA_00818.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13499.5 ;; note=EF-hand domain pair	specific	463900	76	131	5.82513e-11	53.4113	pfam13499	EF-hand_7	 - 	cl38414
Q#149 - >DIPPA_00849.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	263	418	7.13116e-12	62.7052	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#150 - >DIPPA_21489.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF05699.13 ;; note=hAT family C-terminal dimerisation region	superfamily	399013	394	446	1.44019e-07	47.2561	cl05324	Dimer_Tnp_hAT superfamily	N	 - 
Q#151 - >DIPPA_06921.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	specific	459697	115	215	8.51869e-11	55.2611	pfam00169	PH	 - 	cl47510
Q#151 - >DIPPA_06921.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00169.28 ;; note=PH domain	specific	459697	13	106	5.3092e-07	44.8607	pfam00169	PH	 - 	cl47510
Q#153 - >DIPPA_06930.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF12237.7 ;; note=Phosphorylated CTD interacting factor 1 WW domain	superfamily	463502	145	264	3.19483e-19	81.9319	cl13646	PCIF1_WW superfamily	 - 	 - 
Q#154 - >DIPPA_06923.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00627.30 ;; note=UBA/TS-N domain	specific	395502	143	176	1.5176e-06	42.8127	pfam00627	UBA	 - 	cl21463
Q#155 - >DIPPA_06902.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain,nuclear predicted localisation	specific	436067	41	93	2.55643e-11	56.7676	pfam17820	PDZ_6	 - 	cl39313
Q#156 - >DIPPA_06902.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13180.5 ;; note=PDZ domain,nuclear predicted localisation	specific	436067	41	93	2.55643e-11	56.7676	pfam17820	PDZ_6	 - 	cl39313
Q#157 - >DIPPA_06907.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13812.5,protein motif:PFAM:PF01535.19 ;; note=Pentatricopeptide repeat domain,PPR repeat	superfamily	316342	46	102	3.83868e-05	40.0339	cl37870	PPR_3 superfamily	 - 	 - 
Q#157 - >DIPPA_06907.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13812.5,protein motif:PFAM:PF01535.19 ;; note=Pentatricopeptide repeat domain,PPR repeat	specific	366695	151	181	0.00275454	33.9778	pfam01535	PPR	 - 	cl29710
Q#158 - >DIPPA_21786.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF07647.16 ;; note=SAM domain (Sterile alpha motif),nuclear predicted localisation	superfamily	472832	6	58	0.00289772	34.5524	cl15755	SAM_superfamily superfamily	 - 	 - 
Q#159 - >DIPPA_21792.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	210	363	1.85326e-10	57.6977	cl40470	ps-ssRNAv_RdRp-like superfamily	 - 	 - 
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	specific	459891	126	195	4.10959e-16	73.0775	pfam00653	BIR	 - 	cl00035
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	specific	403255	916	985	1.25923e-11	60.2674	pfam11976	Rad60-SLD	 - 	cl28922
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	superfamily	464880	24	55	8.36841e-11	57.2409	cl48276	zf-C6H2 superfamily	N	 - 
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	superfamily	475130	835	908	9.76816e-07	46.4002	cl28922	Ubl1_cv_Nsp3_N-like superfamily	 - 	 - 
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	superfamily	475130	759	826	0.00188558	37.1554	cl28922	Ubl1_cv_Nsp3_N-like superfamily	 - 	 - 
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	superfamily	465521	2138	2272	0.00459487	40.3283	cl39316	DUF5585 superfamily	NC	 - 
Q#160 - >DIPPA_21785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15801.4,protein motif:PFAM:PF00653.20,protein motif:PFAM:PF11976.7 ;; note=zf-MYND-like zinc finger, mRNA-binding,Inhibitor of Apoptosis domain,Ubiquitin-2 like Rad60 SUMO-like	superfamily	464032	1766	1795	0.00830218	38.5325	cl37875	CCDC34 superfamily	N	 - 
Q#161 - >DIPPA_21798.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF03446.14 ;; note=NAD binding domain of 6-phosphogluconate dehydrogenase,mitochondrial predicted localisation	superfamily	473865	3	167	3.64994e-08	50.161	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#162 - >DIPPA_21808.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF04326.13 ;; note=Putative DNA-binding domain	superfamily	480790	208	306	6.25859e-06	43.0576	cl46450	AlbA_2 superfamily	 - 	 - 
Q#163 - >DIPPA_21808.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF04326.13 ;; note=Putative DNA-binding domain	superfamily	480790	208	306	5.39322e-06	43.0576	cl46450	AlbA_2 superfamily	 - 	 - 
Q#164 - >DIPPA_21795.mRNA.1 product=hypothetical protein ;; note=plasma_membrane predicted localisation,contains 5 TM domains	superfamily	463865	86	227	1.60733e-05	43.9118	cl48183	Laminin_G_3 superfamily	 - 	 - 
Q#165 - >DIPPA_09658.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF10163.8 ;; note=Transcription factor e(y)2	superfamily	462972	23	85	0.000327215	34.434	cl10860	EnY2 superfamily	 - 	 - 
Q#166 - >DIPPA_09659.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF13360.5 ;; note=PQQ-like domain	superfamily	433144	768	843	0.00283964	38.5379	cl38403	PQQ_2 superfamily	C	 - 
Q#167 - >DIPPA_25148.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	318	469	1.55168e-06	49.6085	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#168 - >DIPPA_07785.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	2	110	1.29947e-07	47.2973	cl40470	ps-ssRNAv_RdRp-like superfamily	N	 - 
Q#169 - >DIPPA_07792.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00097.24 ;; note=Zinc finger, C3HC4 type (RING finger)	superfamily	473075	87	107	0.00237916	36.5692	cl17238	RING_Ubox superfamily	NC	 - 
Q#169 - >DIPPA_07792.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00097.24 ;; note=Zinc finger, C3HC4 type (RING finger)	superfamily	473075	55	96	0.00426153	32.7119	cl17238	RING_Ubox superfamily	 - 	 - 
Q#170 - >DIPPA_19609.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15979.4 ;; note=Glycosyl hydrolase family 115	specific	435050	194	530	0	525.542	pfam15979	Glyco_hydro_115	 - 	cl24523
Q#170 - >DIPPA_19609.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15979.4 ;; note=Glycosyl hydrolase family 115	specific	436074	792	961	2.60107e-47	164.685	pfam17829	GH115_C	 - 	cl38980
Q#170 - >DIPPA_19609.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF15979.4 ;; note=Glycosyl hydrolase family 115	superfamily	446174	65	162	0.00308407	36.879	cl03741	Glyco_hydro_20b superfamily	N	 - 
Q#171 - >DIPPA_18323.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	1127	1272	5.07862e-06	47.2973	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#171 - >DIPPA_18323.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	477363	241	389	3.05586e-05	44.9861	cl40470	ps-ssRNAv_RdRp-like superfamily	C	 - 
Q#171 - >DIPPA_18323.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	429334	457	518	0.000260276	43.3759	cl25522	FAP superfamily	C	 - 
Q#171 - >DIPPA_18323.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00078.26 ;; note=Reverse transcriptase (RNA-dependent DNA polymerase)	superfamily	460830	399	523	0.00453448	40.1354	cl38111	Atrophin-1 superfamily	NC	 - 
Q#172 - >DIPPA_18333.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	460830	2892	3236	6.8034e-07	53.2322	cl38111	Atrophin-1 superfamily	C	 - 
Q#172 - >DIPPA_18333.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	2840	2857	0.000267908	38.663	pfam00098	zf-CCHC	 - 	cl37618
Q#172 - >DIPPA_18333.mRNA.1 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	465521	995	1290	0.000322378	44.1803	cl39316	DUF5585 superfamily	N	 - 
Q#173 - >DIPPA_18333.mRNA.4 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	460830	2892	3236	5.84462e-07	53.6174	cl38111	Atrophin-1 superfamily	C	 - 
Q#173 - >DIPPA_18333.mRNA.4 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	2840	2857	0.000267908	38.663	pfam00098	zf-CCHC	 - 	cl37618
Q#173 - >DIPPA_18333.mRNA.4 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	465521	995	1290	0.00054729	43.4099	cl39316	DUF5585 superfamily	N	 - 
Q#174 - >DIPPA_18333.mRNA.5 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	460830	2892	3236	5.84462e-07	53.6174	cl38111	Atrophin-1 superfamily	C	 - 
Q#174 - >DIPPA_18333.mRNA.5 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	specific	395050	2840	2857	0.000267908	38.663	pfam00098	zf-CCHC	 - 	cl37618
Q#174 - >DIPPA_18333.mRNA.5 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	465521	995	1290	0.00054729	43.4099	cl39316	DUF5585 superfamily	N	 - 
Q#175 - >DIPPA_18333.mRNA.2 product=hypothetical protein ;; inference=protein motif:PFAM:PF00098.22 ;; note=Zinc knuckle	superfamily	367362	3022	3365	1.6103e-05	48.7906	cl26620	Glutenin_hmw superfamily	NC	 - 
